8.176035,12,26,676,1
8.190133,12,26,676,0
8.596931,16,26,676,0
8.372455,12,31,961,0
7.273843,12,30,900,0
8.526606,14,25,625,0
8.595598,13,21,441,0
8.526606,16,26,676,0
9.865359,19,20,400,0
8.526606,12,28,784,0
7.222549,12,22,484,1
8.285443,14,21,441,0
8.285443,12,31,961,0
8.372455,13,23,529,0
7.894419,12,22,484,1
7.789656,18,22,484,1
8.405245,12,25,625,1
9.145645,16,20,400,0
8.533723,18,24,576,0
8.482803,13,28,784,0
8.799899,16,21,441,0
7.689258,13,28,784,0
8.128258,14,25,625,1
7.603147,13,21,441,0
8.916716,16,19,361,0
7.496986,11,31,961,0
7.915697,12,28,784,0
6.917168,13,28,784,0
8.440114,16,19,361,0
7.322633,12,28,784,0
8.73362,16,21,441,0
8.200084,12,25,625,0
8.978591,19,23,529,0
7.111324,12,30,900,0
7.915697,13,27,729,1
7.96699,13,22,484,1
8.01578,13,24,576,0
8.883281,16,23,529,0
8.663133,18,18,324,0
8.190133,13,30,900,0
7.775224,14,26,676,1
8.338553,12,31,961,0
9.106424,13,26,676,0
9.282057,16,18,324,0
8.190333,14,21,441,0
8.190133,13,27,729,0
8.367442,13,27,729,0
7.652279,12,28,784,0
8.885279,16,22,484,0
8.206007,12,30,900,0
8.696951,16,20,400,0
8.978591,18,17,289,0
8.696951,13,29,841,0
8.554776,16,26,676,1
8.582175,13,25,625,1
7.93395,10,32,1024,0
8.267095,14,24,576,0
7.915697,13,26,676,1
10.11292,16,21,441,0
8.285443,14,20,400,1
8.554776,18,25,625,1
8.03931,13,30,900,0
8.975951,14,29,841,0
8.526606,18,17,289,0
8.302568,16,24,576,0
7.804471,14,25,625,0
7.31786,12,31,961,1
8.190133,16,18,324,0
9.302649,18,25,625,0
8.619315,14,21,441,0
8.084773,13,23,529,1
7.496986,12,30,900,0
8.084773,12,25,625,0
8.467765,14,22,484,0
7.96699,13,21,441,0
8.452497,12,23,529,0
7.991683,12,26,676,0
8.229354,13,29,841,0
7.679308,12,31,961,1
8.372455,18,19,361,0
7.919636,12,31,961,0
7.679308,14,21,441,1
7.926168,12,29,841,1
9.065602,16,19,361,0
8.56857,12,29,841,0
8.91284,12,23,529,0
8.883281,20,14,196,0
8.883281,16,23,529,0
8.498794,13,23,529,0
9.869098,16,23,529,0
8.117563,13,24,576,0
7.679308,11,28,784,0
8.660137,12,22,484,0
8.89817,12,24,576,0
7.496986,13,22,484,0
7.894419,14,26,676,0
8.209936,13,26,676,1
7.712098,13,23,529,0
9.891968,16,27,729,0
7.833458,12,26,676,0
8.285443,13,30,900,1
8.452497,18,20,400,0
8.482803,16,19,361,0
7.96699,12,22,484,0
8.554776,18,25,625,0
7.456164,12,25,625,0
8.905042,16,21,441,0
10.12686,16,19,361,0
7.889029,12,22,484,0
9.205364,18,23,529,0
9.12701,16,19,361,0
9.183385,18,24,576,0
8.084773,16,19,361,0
7.96699,13,24,576,0
7.573947,12,22,484,1
9.377976,18,20,400,0
8.281436,12,22,484,0
8.883281,18,19,361,0
8.77792,18,25,625,0
8.960241,13,24,576,0
8.229354,18,21,441,0
9.106424,18,17,289,0
8.414876,13,27,729,0
7.195881,12,27,729,1
8.720761,13,22,484,0
