6.9691601,16,25,625,0
6.1741605,12,24,576,0
6.4445333,16,25,625,0
7.0596042,12,22,484,0
7.0745649,19,15,225,0
7.0596042,12,26,676,0
7.3093863,19,17,289,0
6.8891358,12,23,529,0
5.2419758,12,31,961,0
7.1375556,12,22,484,0
6.2820587,12,23,529,0
6.602675,12,23,529,0
6.2467465,14,28,784,0
7.7660394,16,27,729,0
7.5757661,12,24,576,0
6.3392005,12,24,576,0
6.6268134,17,20,400,0
7.0322089,17,18,324,0
7.0040421,12,22,484,0
7.2098675,15,20,400,0
7.0322089,17,19,361,0
6.8288655,12,24,576,0
7.1375556,15,27,729,0
7.8052602,17,20,400,0
6.9144435,12,29,841,0
7.4151568,16,23,529,0
6.849915,14,25,625,0
7.3765459,9,28,784,0
6.430438,9,29,841,0
6.6874256,12,31,961,0
6.70684,13,23,529,0
7.5429792,18,23,529,0
7.6230154,12,31,961,0
4.5488286,12,25,625,0
6.849915,14,23,529,0
6.0893717,14,26,676,0
6.2214522,14,24,576,0
6.8160195,14,27,729,0
6.0939279,12,26,676,0
7.9030147,19,23,529,0
5.751636,12,29,841,0
6.6676269,12,28,784,0
6.4933119,16,20,400,1
7.9272318,12,22,484,0
7.5757661,20,17,289,0
7.4189372,20,21,441,0
6.2820587,12,25,625,0
7.8845329,10,33,1089,0
6.3932533,12,30,900,0
6.2214522,12,26,676,0
7.0993395,20,21,441,0
6.8403578,16,20,400,0
7.0040421,12,29,841,0
5.3211865,10,32,1024,0
6.70684,12,24,576,0
7.1375556,15,19,361,0
6.631875,12,25,625,0
6.5842628,15,27,729,0
6.8534784,16,18,324,1
5.9338746,12,25,625,0
4.8753157,14,21,441,0
6.6268134,12,25,625,0
6.5398207,14,24,576,0
6.849915,12,31,961,0
7.3606744,12,23,529,0
7.0862689,20,14,196,0
6.9144435,13,25,625,0
7.1071005,12,29,841,0
7.8307028,14,21,441,0
6.5640645,12,29,841,0
7.2988052,14,22,484,0
7.1375556,16,24,576,0
5.5773778,12,26,676,0
6.9945798,13,28,784,0
6.6270218,10,27,729,0
7.5991011,12,27,729,0
7.1375556,14,27,729,0
7.0730252,12,26,676,0
5.8469009,15,26,676,0
7.2176161,12,22,484,0
7.3606744,16,22,484,0
7.6971178,12,26,676,0
6.4449735,12,25,625,0
7.2553248,12,30,900,0
6.6676269,16,25,625,0
6.4192991,12,22,484,0
6.6118374,12,23,529,0
6.94521,12,31,961,0
7.335423,12,28,784,0
7.5429792,12,23,529,0
8.1470966,12,30,900,0
6.6761885,9,25,625,0
7.279295,20,14,196,0
6.9750586,17,25,625,0
7.1375556,12,25,625,0
7.1863399,16,23,529,0
6.1290588,12,28,784,0
6.4961638,12,24,576,0
6.6528583,13,29,841,0
6.9144435,14,20,400,0
6.9299912,8,27,729,0
