6.5779276,12,24,576,0
6.2523484,12,31,961,0
5.6645617,12,24,576,1
6.4222474,16,27,729,0
6.5118594,12,29,841,0
5.6645617,12,24,576,0
6.645391,18,22,484,0
6.7631741,13,25,625,0
5.5955687,12,24,576,0
6.1753874,12,30,900,0
6.8883371,13,23,529,0
4.3428059,12,22,484,0
6.694181,12,31,961,0
5.6645617,12,30,900,0
7.130899,13,24,576,0
6.5674295,13,26,676,1
6.0106544,8,35,1225,0
6.8803563,13,22,484,0
6.652863,14,21,441,0
6.3577089,13,21,441,0
6.4023638,12,27,729,0
6.5888205,12,23,529,0
6.2336187,10,28,784,0
6.5510802,18,16,256,0
6.6200733,18,17,289,0
6.4222474,18,18,324,0
5.5606818,12,23,529,0
6.1753874,12,26,676,0
6.9638448,12,24,576,0
7.2331777,16,27,729,0
6.5400305,12,25,625,1
5.9522438,12,31,961,1
6.5400305,16,24,576,0
5.8348107,12,31,961,0
6.3238072,16,26,676,0
6.5940976,13,21,441,0
6.4113183,14,25,625,0
6.3577089,12,29,841,0
5.9269261,13,23,529,0
6.8685346,16,24,576,1
6.8483319,12,28,784,0
6.3199687,12,30,900,0
6.1279602,20,16,256,0
6.84588,18,24,576,0
6.0083218,8,29,841,0
5.7897248,8,26,676,0
6.2165675,13,22,484,0
6.5400305,9,34,1156,1
6.2523484,12,26,676,0
6.694181,18,23,529,0
5.7897248,16,19,361,0
6.1799769,14,20,400,0
7.1612043,12,27,729,0
8.2770205,13,28,784,0
7.7014437,13,24,576,0
6.1424851,10,25,625,0
7.5363641,12,25,625,0
6.9268036,18,23,529,0
6.981863,12,22,484,0
5.2983174,9,28,784,0
6.3813577,12,31,961,0
7.0169544,12,24,576,0
6.5118594,13,29,841,0
6.7631741,16,22,484,0
5.2983174,12,25,625,0
6.6615596,12,30,900,0
5.7897248,16,25,625,0
6.5118594,13,24,576,0
5.7037826,12,29,841,0
6.7631741,12,28,784,0
5.8962026,12,27,729,0
7.6104717,16,25,625,0
5.6660423,12,30,900,0
6.7634516,13,27,729,0
5.2983174,9,25,625,0
5.4702487,12,23,529,0
7.1954374,12,31,961,0
7.1153946,11,23,529,0
6.0822191,8,31,961,0
5.3988585,15,20,400,0
5.7291002,12,29,841,0
6.0010338,12,27,729,0
6.4958577,12,23,529,0
5.8008976,13,26,676,0
6.0010338,12,26,676,0
6.1140652,11,25,625,0
5.8468833,11,27,729,0
6.4530191,12,22,484,0
6.482872,13,21,441,0
6.9638448,12,25,625,0
6.2336564,10,24,576,0
6.1753874,8,31,961,0
6.0566039,12,24,576,0
5.6015038,8,34,1156,0
6.1753874,12,28,784,1
6.3577089,13,22,484,0
4.9666028,12,23,529,0
6.3305092,13,30,900,0
6.4530191,13,28,784,0
5.9009504,12,30,900,0
6.4464355,19,18,324,0
